system,split,configs,num_performances,performances,sdc_avg,sdc_std,best_avg,best_std,average_avg,average_std,overall_avg,overall_std,metric_avg,metric_std,common_avg,common_std,random_avg,random_std
gcc,1,0,1,size,0.002030456852791878,0.0045402395482229225,0.0,0.0,0.21814300832470462,0.04239961424909116,0.002030456852791878,0.0045402395482229225,0.002030456852791878,0.0045402395482229225,0.002030456852791878,0.0045402395482229225,0.15098252689153788,0.27291249542863044
gcc,2,0,1,size,0.0,0.0,0.0,0.0,0.20852573169404848,0.04137586386114711,0.0,0.0,0.0,0.0,0.0,0.0,0.3597746587845598,0.4287196775719744
gcc,3,0,1,size,0.04563279857397504,0.10203803961496367,0.0,0.0,0.19180379225787555,0.08161546520437106,0.04563279857397504,0.10203803961496367,0.04563279857397504,0.10203803961496367,0.04563279857397504,0.10203803961496367,0.2204489745845875,0.34536963710578256
gcc,4,0,1,size,0.0,0.0,0.0,0.0,0.17866521597214666,0.051801477238661874,0.0,0.0,0.0,0.0,0.0,0.0,0.28701700939324704,0.36289245051409086
gcc,0,0,1,exec,0.09378324162915595,0.14700441261963712,0.0,0.0,0.3239130630201937,0.039781802595465675,0.2721845381079008,0.14166375767814549,0.2721845381079008,0.14166375767814549,0.2683119786805039,0.1340145011748584,0.38872111836717443,0.31912829549378335
gcc,1,0,1,exec,0.08560908456475783,0.15044629974650212,0.0,0.0,0.31966762178929087,0.029076140066816088,0.042329068874215774,0.03921271166038464,0.042329068874215774,0.03921271166038464,0.3759029681799987,0.14801287163743138,0.24389529071367338,0.24509115597153314
gcc,2,0,1,exec,0.06430979219376787,0.13105757567690063,0.0,0.0,0.37027576180885563,0.07563460378394118,0.3049579864287332,0.04623427760382971,0.3049579864287332,0.04623427760382971,0.29168268988716983,0.03274239835866244,0.4355874157925771,0.35690102388992345
gcc,3,0,1,exec,0.20484445303722407,0.2282596358548327,0.0,0.0,0.4105496514964539,0.0977209525712154,0.4863335381004067,0.2648303965819352,0.4863335381004067,0.2648303965819352,0.4940781978101495,0.2717418683935925,0.4489708848677801,0.310405961479398
gcc,4,0,1,exec,0.06186650940099366,0.11145359548806572,0.0,0.0,0.29326958853036983,0.0465345296411654,0.17949703106166864,0.13074826203604617,0.17949703106166864,0.13074826203604617,0.1733823038949934,0.12917997667182243,0.15312699747077774,0.14296557527891895
gcc,0,0,2,exec-ctime,0.2991118990619792,0.21203508755318282,0.1555404375639672,0.037158231900066084,0.5756322175151216,0.05489380290429202,0.4987392034272371,0.09295490370306185,0.4987392034272371,0.09295490370306185,0.4750454253572312,0.06055280132697002,0.512316184552555,0.24763342794027116
gcc,1,0,2,exec-ctime,0.37573286419020524,0.041215257931108217,0.1497034015105574,0.07009613749448192,0.5864151014853878,0.06422288582055326,0.44237144008446644,0.08609535482654028,0.44237144008446644,0.08609535482654028,0.5730755135549889,0.17681023535292403,0.47230699742015925,0.2489917862912499
gcc,2,0,2,exec-ctime,0.25544282128844253,0.08072860834980795,0.18027669556217468,0.09213070171416265,0.6151096976700661,0.07476339703661748,0.5498691262497866,0.2907010118063962,0.5498691262497866,0.2907010118063962,0.492429043347938,0.11247565898208163,0.6259085243045013,0.2694042814378183
gcc,3,0,2,exec-ctime,0.3619279682688671,0.33600016725913845,0.20265166180892713,0.11131459788002881,0.604236917580411,0.06476674383112489,0.6029714611517314,0.24207422662253125,0.6029714611517314,0.24207422662253125,0.5608452877664192,0.24683344406206897,0.5832532862005174,0.23643024212753927
gcc,4,0,2,exec-ctime,0.2226543495400136,0.10884078330108804,0.14365443871285957,0.040812234816581514,0.559653598401321,0.021692551982938096,0.39712196237977515,0.06303533074466809,0.39712196237977515,0.06303533074466809,0.449777280672803,0.05713079195151567,0.5278128740126206,0.21373192530445523
gcc,0,0,3,exec-ctime-size,0.2991118990619792,0.21203508755318282,0.1555404375639672,0.037158231900066084,0.5886524859218589,0.0625789870048796,0.4987392034272371,0.09295490370306185,0.4987392034272371,0.09295490370306185,0.4750454253572312,0.06055280132697002,0.6619452910291933,0.3044991591426728
gcc,1,0,3,exec-ctime-size,0.37573286419020524,0.041215257931108217,0.1557726587138352,0.06385585348657864,0.6145228647352533,0.07329469457040481,0.24856267826520922,0.0865912472094531,0.24856267826520922,0.0865912472094531,0.5730755135549889,0.17681023535292403,0.6130207119278483,0.21970408043104672
gcc,2,0,3,exec-ctime-size,0.25544282128844253,0.08072860834980795,0.18027669556217468,0.09213070171416265,0.6411700295278323,0.07473401665834697,0.21739110338145648,0.06281366913215478,0.21739110338145648,0.06281366913215478,0.492429043347938,0.11247565898208163,0.6053377985938105,0.22201899357157348
